Text,One_Hot_Label,Emotion_Label,Character_Count,Word_Count
after a party i spent the night with a friend we both were drunk the morning was disillusioning a friend was me leaving the room and i felt shabby and immoral,"[0, 0, 0, 0, 0, 1, 0]",shame,162,31
i had to take care of a neighbour child i did not look after it all the time and the child fell down and was hurt i felt guilty,"[0, 0, 0, 0, 0, 0, 1]",guilt,132,29
a very good friend of mine had been away for three months when we met again we ran up to each other and embraced,"[1, 0, 0, 0, 0, 0, 0]",joy,115,24
one evening my father told me to go into the cellar and get him a beer i was terribly frightened at the idea of a man sitting in the cellar and assaulting me for my defence i took an empty bottle with me,"[0, 1, 0, 0, 0, 0, 0]",fear,206,43
i had stolen a bottle of rum from a person who knows me well he threatened to call the police if i did not pay NUM shillings,"[0, 0, 1, 0, 0, 0, 0]",anger,126,27
when my uncle died i saw a funeral for the first time all people stood around the open grave and cried,"[0, 0, 0, 1, 0, 0, 0]",sadness,104,21
at a party i met a girl who drew me to her told me some nonsense and always wanted to kiss me,"[0, 0, 0, 0, 1, 0, 0]",disgust,95,22
i put my head into the pullover of a girl to see her breasts the girl looked at me so that i felt ashamed,"[0, 0, 0, 0, 0, 1, 0]",shame,107,24
my uncle had promised to buy me a bicycle as time went by and i had not received it yet i asked my father to buy it for me later i heard that my uncle had wanted to offer me the bicycle on my birthday two weeks later,"[0, 0, 0, 0, 0, 0, 1]",guilt,220,48
several days after my final examination at school i was sitting in an airplane on my way to greece i enjoyed that moment very much,"[1, 0, 0, 0, 0, 0, 0]",joy,133,25
one night i was lying in my bed awake but i had my eyes closed i saw figures with terrible faces and black frocks bending over me and touching me i opened my eyes but i could still see them i had the feeling that somebody was in the room it was terrible only when i turned on the light i was able to go to sleep,"[0, 1, 0, 0, 0, 0, 0]",fear,317,67
i had arranged with a friend to go with him to carinthia by car we had arranged a place where to meet i was a bit late and my friend had left already i had no money to go by train i nearly started to cry because i was so angry it was very important for me to go to carinthia,"[0, 0, 1, 0, 0, 0, 0]",anger,281,62
our dog had to be shot because he had killed a roe i liked him very much and so i could not resign myself to that i hated the hunter who shot him,"[0, 0, 0, 1, 0, 0, 0]",sadness,148,33
i was sitting in a station hall and watching a lavatory attendant she was very dirty she started to eat something out of a dirty cup it must have been something like lard then she took some breadcrumbs out of the pockets of her apron and ate them i had to leave i felt like vomitting,"[0, 0, 0, 0, 1, 0, 0]",disgust,292,57
i had to go to the doctor because of a veneral disease i told the doctor that i must have been infected by my boy friend this was not true but i was ashamed to tell the truth,"[0, 0, 0, 0, 0, 1, 0]",shame,180,37
when we were playing i hurt my little sister but towards my mother i did not admit that it was my fault,"[0, 0, 0, 0, 0, 0, 1]",guilt,106,22
my neighbour was not able to set his car in motion because it had snowed heavily i helped him he was thankful and invited me,"[1, 0, 0, 0, 0, 0, 0]",joy,128,26
i was skiing with friends and they wanted to ski jump i did not want to be left behind so i braced myself and followed them,"[0, 1, 0, 0, 0, 0, 0]",fear,126,25
at an examination i got a bad mark just because of a small mistake when i went to the lector and wanted to talk about that he did not listen to me but sent me away,"[0, 0, 1, 0, 0, 0, 0]",anger,166,36
my cut was run over by a car after searching for a long time i found her lying in a kerb i was rather shocked and angry with the driver,"[0, 0, 0, 1, 0, 0, 0]",sadness,138,30
when i watched a report about el salvador on tv i saw people who had been murdered by terrible methods,"[0, 0, 0, 0, 1, 0, 0]",disgust,104,20
at a cross country race i wanted to take a short cut which is not allowed i was caught and disqualified all my friends had observed that,"[0, 0, 0, 0, 0, 1, 0]",shame,141,25
during a discussion i reacted very aggressively and so i made it impossible to continue discussing,"[0, 0, 0, 0, 0, 0, 1]",guilt,99,16
on my birthday i got a present that i had desired for a long time,"[1, 0, 0, 0, 0, 0, 0]",joy,66,15
when i am discussing something with a person and i realize that the other person is thinking over her own argumentations instead of listening i become angry,"[0, 0, 1, 0, 0, 0, 0]",anger,158,27
when we were on holidays my girl friend had to leave me after NUM weeks and i had to stay in turkey for some more weeks because i had a job there,"[0, 0, 0, 1, 0, 0, 0]",sadness,144,31
i studied medicine for several semesters i was always disgusted when we had the dissecting course i cannot understand why some persons like this course,"[0, 0, 0, 0, 1, 0, 0]",disgust,154,24
some time ago we had a tournament in our tennis club for tactical reasons i was chosen to play against a much weaker player than i am although it would have been enough simply to win the game i defeated him extremely this would not have been necessary,"[0, 0, 0, 0, 0, 1, 0]",shame,256,47
i had a discussion with my girl friend after some time we started to quarrel and at least to get the upper hand i said that she was not as important to me as she might believe some time later i apologized for that,"[0, 0, 0, 0, 0, 0, 1]",guilt,220,45
on new year eve i went in a disco with friends i amused myself and got to know many other people,"[1, 0, 0, 0, 0, 0, 0]",joy,100,21
i had to go to the dentist when he touched my tooth with his drill i was terribly aftaid of the pain i would feel any moment,"[0, 1, 0, 0, 0, 0, 0]",fear,129,27
i was very hungry and just wanted to start eating when a friend called me who usually talks for a long time i was angry because i was prevented from eating,"[0, 0, 1, 0, 0, 0, 0]",anger,157,31
my sister whom i like very much asked me for a favour which i refused her for some flimsy reason some time later i felt sorry for that and something like sadness,"[0, 0, 0, 1, 0, 0, 0]",sadness,165,32
on my way to a concert i went with a man who tried to molest me at that moment i did not care much but now the impression fills me with disgust,"[0, 0, 0, 0, 1, 0, 0]",disgust,145,32
i asked my friend to come with me to a disco because i wanted to be with a person i know well but when i amused myself with others i let my friend sit alone although i had asked her to come,"[0, 0, 0, 0, 0, 1, 0]",shame,192,42
i called my little sister to make her pick up her toy from the floor when she still refused after i had asked her for the fourth time we began to quarrel at last the whole family was involved in this quarrel and trouble was brewing,"[0, 0, 0, 0, 0, 0, 1]",guilt,235,46
i had a singing lesson but i was not very good the last exercise was singing scales i did that very well and my teacher seemed satisfied,"[1, 0, 0, 0, 0, 0, 0]",joy,140,26
a teacher wanted to instill a certain opinion and a certain behaviour into myself what i refused i was afraid when i saw him,"[0, 1, 0, 0, 0, 0, 0]",fear,127,24
a friend had promised to call me at a certain time i expected his call impatiently but in vain,"[0, 0, 1, 0, 0, 0, 0]",anger,96,19
years ago on christmas eve i felt very sad because i realized for the first time how i missed my father who had died at christmas years ago,"[0, 0, 0, 1, 0, 0, 0]",sadness,140,28
a man whom i like was drunk and tried to molest me,"[0, 0, 0, 0, 1, 0, 0]",disgust,52,12
it was the time when everybody spoke about and discussed hainburg i was also asked for my opinion i was ashamed because i had no firm view of the whole thing and therefor was not able to join the conversation,"[0, 0, 0, 0, 0, 1, 0]",shame,211,40
i was on a concert tour and therefor seperated from my boy friend but i needed warmth which was given by a male member of the orchestra my feelings towards him were not very deep but his feelings were i felt guilty when he said i am not a radiator,"[0, 0, 0, 0, 0, 0, 1]",guilt,256,48
on my NUM birthday i passed the driving test i was glad because i had had to study very much because i had been lucky and because as a proof that it was really difficult not everybody had passed the test,"[1, 0, 0, 0, 0, 0, 0]",joy,211,42
at about midnight i had to go by bike through graz alone on the whole it was a distance of several kilometers a car followed me through the streets only when i went into a one way street the car disappeared the rest of my way home i was very afraid,"[0, 1, 0, 0, 0, 0, 0]",fear,253,50
i had studied for almost one week for my physics examination with difficulty i passed the examn i was angry about the teacher and also about myself because i had not remembered enough during the examn and because the time that i spent studying was wasted,"[0, 0, 1, 0, 0, 0, 0]",anger,257,45
i had cared for a horse for NUM years one day it was sold and i cried for several days because i was so sad,"[0, 0, 0, 1, 0, 0, 0]",sadness,107,25
a friend of mine was telling jokes which i felt to be very disgusting especially because i was eating,"[0, 0, 0, 0, 1, 0, 0]",disgust,103,19
at a carneval party i smooched with a man some days later i was rather ashamed for that,"[0, 0, 0, 0, 0, 1, 0]",shame,90,18
by fun i had a tussle with my sister suddenly i obviously hurt her unintentionally and she ran out of the room crying,"[0, 0, 0, 0, 0, 0, 1]",guilt,122,24
during my first week in graz i met a girl who i had got to know in the train from amsterdam to graz although i had considered her very sympathetic we had seperated without changing our adresses,"[1, 0, 0, 0, 0, 0, 0]",joy,196,37
many years ago i saw the film psycho by hitchcock for the first time when i saw the film i was alone and afterwards i hardly dared to go to bed and hardly was able to sleep,"[0, 1, 0, 0, 0, 0, 0]",fear,178,37
i had got a bad cold my father said i must be crazy to go by motorbike at those temperatures when i answered him that i did not care about a cold he said that if i did not care for anything i could leave him it was for the second time he said something like that,"[0, 0, 1, 0, 0, 0, 0]",anger,268,57
i was at home alone when i realized that a young roe approached our house i hid because i did not want to frighten it it limped some time later when i thought that it had already run away i saw it lying on our terrace i came nearer and saw that it was terribly wounded i informed the ranger who said that the roe must have been attacked by dogs he had to shoot it,"[0, 0, 0, 1, 0, 0, 0]",sadness,372,76
several years ago i stayed with friends in the mountains for one week we lived in a hut and had to cook for ourselves one day my friend did not succeed in preparing spaghetti that dinner was terrible nevertheless we all ate rather much and had an improper and unsavoury conversation,"[0, 0, 0, 0, 1, 0, 0]",disgust,288,52
my mother and my grandmother were talking about one of my grandmother friends whom i hardly know i gave some deprecatory comments on him whereupon my grandmother told me that the man had died recently,"[0, 0, 0, 0, 0, 1, 0]",shame,204,35
